text,label
['my mammy aint a unearthly fat woman'],2
['idiotic to be in a place with no other people around never been in a gym totally empty no staff no customer you even opened the doorway for him your luck hou were rattling nimble with you defense reactions just step dont put yourself in a position for a predator to start with your heart was in the correct pkace letting him in but yoyr brain wasnt'],1
['if i seen them on the road i would be scared 😂 😂 😂 😂'],3
['law should kill them'],3
['soooooo gayyyyyy bro believe in god'],2
keep killing it,3
['he shoot down it'],3
gua nyasar jauh amat 🗿,0
['frightful 😂 😂 😂 😂'],1
therealkojakgrey for enjoying themselves,0
['ohio fck fellate up'],1
['måhfuz såyem sala ata tui 😂 😂'],2
change the name to  year craft,0
i saw a video of lgbtq people saying fuck god hes the worst,3
he said awoop jumpscare😅,3
"my mother died when she was   but on her last days she told me as i was only   to promise her  to never cheat on my one day future wife 

sounds strange to ask this to a  year old  i know

and those words are grafted in my mind  and i am proud to say  that in  years of marriage  ive never cheated on my wife  and will never cheat on her till i die 

mother  my promise is permanent",0
['ya basta de tanta idiotes una seguidora menos chao'],1
ihearttmila i didnt knew they were your relatives 😍😍,0
['wtf'],1
['my my dog up here we plump on it and information technology scarcely like that'],2
['giving booty bitch is a well song'],2
['thank you that was screaming the black man looks like a deer caught in headlamp'],2
"yolanda actually destroyed both her daughters lifeto bella becoz if her looks and complexion
and to gigi becoz of zayn and gigis relation
i hate her",3
['sadly this was my life my mother demanded and then much in return iodin got nothing all my life unhappily i ended upward marrying sa man i thought was like my father loving and sort to latter on realize he was narcissistic just like my mom and my youngest daughter is like her father and her grandmother please if her mother reads this your killing your daughter little by little'],3
['this comprise why why people get thump improving these days and browbeat all you make is get dead up'],3
urluvsan simapenas sim veyr,0
"is not cringe
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  is only super mega cringe😂🤦🏾‍♂️",0
"i pay for everyones therapy 
 
 
 
 
 
 
 cus this girl is so freakin pretty",0
['her story kinda reminds me of kylie jenner and a liiiiittle bit of khloe kardashian i know they both kylie and khloe are more social media comments and comparassion with their sisters but kris edward jenner always showed more support for kendall being a model when kylie wanted it too there is an episode of kuwtk where kendall shows her mom a book of pics for being a model i dont know how to say it in eng bc my lenguage is spanish but its corresponding an album of pictures of the model for the agencies and kris was really happy and supported her but then kylie does the same and shows it to her mom andwell i think she did not even saw it and then khloe she always was described as the ugly sister and her mom always preffered kim over everyone of her children but well you know there is an age gap between the kardashians and the jenners and we all know what happened next surgery surgery and more surgery they all contract surgery but it is not that huge change for the rest or at least non all at the same time if you think about that societal media and mothers of the kardashianjenner and the hadids literally killed their self image so sad'],3
['she still got puzzle up 😂'],3
['deuce stunned nuga bar'],2
bwakery lmaoo,0
['can i vomitive on it 🙄'],1
for your safety you shouldn’t show that much of your skin many creeps may find it and try to track your location leading to stalkers,0
['acting as if he was a slave while hes making come out of the closet the ass stfu t'],1
['slay 🔥'],3
['helium killed it'],3
meanwhile these predators attack white people all the time all over the country and its not reported,0
['ugliest clothes of all time hindquarters ’ t conceive i watched this all the way through'],1
['fuck yes'],1
['half wit'],2
pls god remove this niggas from our world,3
['i detest this nigas'],3
['one piti the fool 😆 🤣 😅'],1
no se sopo dina,0
i love ur style fr fr ❤,0
zarifijiwater are loved,0
['iodine so nauseated of y ’ all and this group b'],1
['american thing bro obama bombed a hospital in islamic state of afghanistan'],3
['attractive shameful woman hurt feelings so easy'],2
['this be real toxic maleness'],1
['they fuckin murder tho'],3
looking like gta san andreas hookers,0
['fateful fellers look scary as fuck doin white face awing music married person 👍'],2
['cringe button 👇'],1
oh no trench cringe cringe cringe,1
['bro be a guy rope'],2
['this mins get dumber by the day'],1
['slayy'],3
education is expensive,0
did u guys see how she was punching him in the face with her phone literally so smart i’m glad she’s safe,0
['autistic niggas'],2
"its not  anymore bruh 
 who cares what the heck is trendy let ppl live k
 and when u check the haters channel their videos are about skibidi and winnie the poo like",0
my ears hurt after hearing them talk,0
muzi when u get time please listen to that and whach that music video ,0
['bill ring 1 see wherefore the sun hates you'],3
love how they have a yinyang thing going with the fits i love them 😍😍,0
i thought they was finna interview some  for a sec,0
god bless her,0
['bro helium gay'],2
['bro be gay for real 😂 😂 😂 😂'],2
paul friday chiyengu,0
['constabulary should kill them'],3
i wonder how that happened how did it leave to that man cheating and that other woman,0
['ewe'],1
['they appear stupid af'],2
omg i have that aesthetic in roblox and also here is a little note❤️”no matter what you are you and you can’t change that be you❤️and always you to the end however you look or even sound you are unique in your own wayand nobody can change thatso no matter what don’t let anybody stop you in your tracksfrom being you❤️☺️”mehope that inspired you💖💝 from this💔to this❤️‍🩹☺️🥇,0
i hope shes not married yet i hope this happened before she married him girl with him a jezabell this dont go unseen god watching,0
therealkojakgrey if your pp small just say that 🤷🏻‍♀️,0
['mother cause always destroyed their children since the starting time of clip thats wherefore the fatherhood in the home be important to save up the child from the mom'],3
mike mick,0
['they give boy ’ s a liar idk why lol'],1
['this is the down in the mouth of the lowly the scoria is meant to sustain been do or die operating room just out to destroy a perfect day'],3
achei tão bonitin esse estilo mas n usaria,0
['john the evangelist ciullo hater'],1
['cring'],1
['theyre hence monster high coded'],2
mr t was my childhood hero,0
así me gustan grandotas para que me domen 😍,0
i was thinking a dojo cat song,0
['monster mellow fr'],2
['as a black miss i know exactly what she said hint it be toxic its just our language when u wanna follow toxic with heart contact 😂 😂 😂 😂 😂 😂 😂'],2
['jason begue i get it on that youre stupid af and that everything take in to be explained to you before you get it what he was referencing was the simple esteem of being a serviceman back in the day your disgusting filthy stinking skin folk in attempts to be hateful would refer to black men as son a man does non have to earn decent respect to be refer to as something other than a man'],2
['helium a fool with it 😂'],2
grateful 😂,0
['blackting sa'],2
fake fakefakecry and play alongaction,0
['slay queen your so baddie 💅 💅 💅 💅 💅 💅 💅 💅 💅 💅 💅 💅'],3
groom has lost it he cheated on the bride,0
['wtf'],1
iconic😍,0
['mycah garcia kick 😭 😂 no you w 500 word 😭 😂'],2
['brb doesnt come rearward'],3
['lesbian scare'],2
atta girl this is what every woman should be capable of wtf was this dudes intentions,0
['bad behind world ace can only hope to hear you and tech together one clarence day maintain kicking ass'],2
ill be paying for everyones therapy,0
"grass is a type of plant with narrow leaves growing from the base their appearance as a common plant was in the midcretaceous period there are  species now
 
 a common kind of grass is used to cover the ground in places such as lawns and parks grass is usually the color green that is because they are windpollinated rather than insectpollinated so they do not have to attract insects green is the best colour for photosynthesis
 
 grasslands such as savannah and prairie where grasses are dominant cover  of the land area of the earth except greenland and antarctica
 
 grasses are monocotyledon herbaceous plants they include the grass of the family poaceae which are called grass by ordinary people this family is also called the gramineae and includes some of the sedges cyperaceae and the rushes juncaceae these three families are not very closely related though all of them belong to clades in the order poales they are similar adaptations to a similar lifestyle
 
 with about  genera and about  species the poaceae is the fifthlargest plant family only the asteraceae orchidaceae fabaceae and rubiaceae have more species
 
 the true grasses include cereals bamboo and the grasses of lawns turf and grassland uses for graminoids include food as grain shoots or rhizomes drink beer whisky pasture for livestock thatch paper fuel clothing insulation construction sports turf basket weaving and many others",0
hateful evil people either way they hate us cant be nice to people who dont treat you like a human,1
my bestie just went famous,0
['niggiees'],2
['so much foolishness'],1
"people who love her hair
 
 👇",0
"idk why she looks sick to me 
no hate to her",0
['the dumbest'],2
['do this now and theyll nooky you and contend you saying they name with pronouns lol 🤣'],3
['my mom aint a eldritch productive woman'],2
god will save her,0
['atomic number 53 pitty the sap who says otherwise'],1
my favorite ❤️ hope youre getting better dax 💯🙏🏻,0
['when this occur information technology on the news and people rally when a black person kills another shameful somebody cipher do or sound out anything'],3
['my mother almost destroyed pine tree state and the funny matter she never apologise and ane took all the hurt and invest in my self proud of you bell'],3
['slay queen regnant'],3
['ane agree but most of it embody unnecessary convey miss judge wont kill you if they dont earn a big deal most people wont care'],3
['i find bad for her she has completely the money beauty friends and connections just still the saddest in the room you throne tell she is rifle through a lot her mother be just evil she is killing her child with the diets and the need to be perfect i feel for her children and grandkids'],3
['that dress with those plastic nails is ugly i dont understand who like it 😳 🙄 🤦 🏻 \u200d ♀ ️'],1
['sooooooo gay'],2
['monsters high'],2
['you be a piece of shit'],2
kuromi and my melody vibes,0
['a good person produces good things from the treasury of a good heart and an evil person produces evil things from the treasury of an evil heart and i tell you this you must give an account on judgment day for every idle word you speak the words you say will either acquit you or condemn you ” each tree is recognized by its own fruit people do not pick figs from thornbushes or grapes from briers a good man brings good things out of the good stored up in his heart and an evil man brings evil things out of the evil stored up in his heart for the mouth speaks what the heart is full of “ why do you call me ‘ lord lord ’ and do not do what i say as for everyone who comes to me and hears my words and puts them into practice i will show you what they are like they are like a man building a house who dug down deep and laid the foundation on rock when a flood came the torrent struck that house but could not shake it because it was well built but the one who hears my words and does not put them into practice is like a man who built a house on the solid ground without a foundation the moment the torrent struck that house it collapsed and its destruction was complete ” luke \u202d \u202c niv likewise every good tree bears good fruit but a bad tree bears bad yield a good tree cannot bear bad fruit and a bad tree cannot bear good fruit every tree that does not bear good fruit is cut down and thrown into the fire thus by their fruit you will recognize them matthew \u202d \u202c niv a tree is identified by its fruit if a tree is good its fruit will be good if a tree is bad its fruit will be bad you brood of snakes how could evil men like you speak what is good and right for whatever is in your heart determines what you say a good person produces good things from the treasury of a good heart and an evil person produces evil things from the treasury of an evil heart and i tell you this you must give an account on judgment day for every idle word you speak the words you say will either acquit you or condemn you ” matthew nlt matthew nlt matthew nlt matthew nlt matthew nlt the tongue has the power of life and death and those who love it will eat its fruit proverbs niv what you say can preserve life or destroy it so you must accept the consequences of your words keep your mouth free of perversity keep corrupt public lecture far from your lips proverbs niv whatever you have said in the dark will be heard in the light and what you have whispered behind closed doors will be shouted from the housetops for all to hear luke nlt as water reflects the face so one ’ s life reflects the heart proverbs niv love must be sincere hate what is evil cling to what is good romans niv if you are insulted because of the name of christ you are blessed for the spirit of glory and of god rests on you if you suffer it should not be as a murderer or thief or any other kind of criminal operating theatre even as a meddler however if you suffer as a christian do not be ashamed but praise god that you bear that name for it is time for judgment to start with god ’ s household and if it begins with us what will the outcome be for those who do not obey the gospel of god and “ if it is hard for the righteous to be saved what will become of the ungodly and the sinner ” so then those who suffer according to god ’ s will should commit themselves to their faithful creator and remain to do good peter \u202d \u202c niv'],3
['black market woman always have this beautiful vigor'],2
['slayyyyyyy'],3
['black human race'],2
wtf  glad she managed to defend herself and escape,1
['shoot her'],3
gaali dene ke liye bhi words nahi 😡😡😡😡,0
cant trust her judgement for marrying an overweight guy with pink hair,0
therealkojakgrey stfu,0
['wtf'],1
['odogwu 🇳 🇬 checking in'],2
['that nigaa personify and so weird'],2
people forget there was never anything gimmicky about this man he didnt play silly or ignorant for the camera he spoke with conviction and he let everybody know he was serious about his craft whether it be training wrestling or acting 💯✊🏾,0
"people who think its cute
 👇🏿",0
['black citizenry are awful get over yourselves'],1
['horrific'],1
['nate higgers'],2
['imp'],2
['her female parent even destroyed her sis relationship with zayn 😢 😢 narcissist mom'],3
bill knell your nationality explains your idiotic comment could you manage to hold your mouth and nose closed simultaneously until… forever,1
['john ciullo ha you mad lol'],2
lolololol,0
['all their ideas are cease to keep information technology active they ingest no choice is to stake rubbish'],1
n they just left,0
['pass trash'],1
mr t 👑💜,0
['discombobulate this towards her'],3
['he de jure changed his last name and it has a deep meaning this man got tired of being foretell boy as a black man by white ppl on top of that his father left him at a young age so why delay on to that name so he changed his name to t making him mr t allowing him to kill two birds with one stone thus shut the hell up it ’ s his name and i bet if you were up in that location you would ’ ve been brave enough to called him anything but what he state 🤷 🏾 \u200d ♀ ️'],3
i hate yall,0
['i ’ m scared straightaway'],3
['slayyy ✨'],3
['ewww cringeits not anymore ewww hateits non anymore'],1
['that equal sick bro keep it upwards bro'],1
therealkojakgrey your fawking noseee ☠️☠️☠️☠️,0
peppa e o lobo,0
['black person'],2
['abnormal mortal'],2
['they seem similar a duo from a modern twenty four hours horror moving picture that would get kill'],3
['yukkk'],1
['roll in the hay thats funny'],1
['john ciullo dumb take'],1
girl😍,0
"my god bro needs to at least realize that not only he has a metal problem😵‍💫 hes also a sex addict 🤦🏾‍♂️
because 🤷🏾‍♂️",0
['niggas be wearing similar fortnite skins'],2
['decameter go after your 🔥'],2
['middling monkey'],2
mental,2
['black smarting'],2
in the great race to see  who cheats first this guy is on another level,0
['stunned'],2
['atomic number 53 ’ m scared and worry cause wtf is she flat on both sides 😭'],3
é cada coisa sem noção nessa página credo 😂😂😂,0
['i intend boys a liar'],1
methlee meckhelzin guzman,0
her mistake for opening the door each member has its own tag that’s why i never open the door to anyone even if i know or seen them in the gym before,0
i’d hang out with them tbh,0
i watched  times its hilarious😂😂😂😂,0
i hate them with every atom in my body sorry not sorry,0
['alarm'],1
i never saw her laughing,0
and actually its a boy youll know that i guess,0
['bro is a cat'],2
['bro be a guy'],2
['do you not know that the unrighteous will not inherit the kingdom of god do not be deceived neither the sexually immoral nor idolaters nor adulterers nor male prostitutes nor homosexuals nor thieves nor covetous nor drunkards nor revilers nor extortioners will inherit the kingdom of god such were some of you but you were washed you were sanctified and you were justified in the name of the lord jesus by the spirit of our god corinthians \u202d \u202c mev sexual immorality is essentially the engagement in sexual acts outside of the sanctity of marriage the divine union of creating ephesians “ for husbands this means love your wives just as christ loved the church he gave up his life for her genesis “ therefore a man shall leave his father and his mother and hold fasting to his wife and they shall become one flesh flee from sexual immorality every other sin a person commits is outside the body but the sexually immoral person sin against his own body hebrews idolatry is the worship of an idol or cult image being a physical image such as a statue or a person in place of god in abrahamic religions namely judaism adulterer definition is a person who commits adultery especially a as a punishment to the relief of blasphemers adulterers and liberals adultery definition is voluntary sexual intercourse between a married person and someone other than that persons current spouse or partner also an act of male harlotry is the act or practice of men providing sexual services in return for payment it is a form of sex work although clients can be any gender the vast majority of homosexuality is romantic attraction sexual attraction or sexual behavior between members of the same sex or gender as a sexual orientation homosexuality thief definition is one that steals especially stealthily or secretly also one who commits thievery or larceny covetous definition is marked by inordinate desire for wealth or possessions or for anothers possessions drunkarda repeated manner he gambles habitually much to the concern of his family a jumpy dog that habitually barks at anything that makes a sound synonyms near synonyms for habitually commonly ordinarily regularly routinely ever consistently continuingly unceasingly revileris a multipurpose word that is used in the bible to describe all manner of verbal sin such as aspersion angry outbursts and foul language extortioner definition a person who engages in extortion extortion as the gaining of property or money by almost any kind of force or threat of violence property damage harm to extortion definition is the act or practice of extorting especially money or other attribute especially the offense committed by an official engaging in such'],2
['i pity the fool world health organization wear upon ladys sunglasses'],2
giraffe girl,0
['wherefore niggas hating for'],3
['perform a foot with eminemhe would murder this beat'],3
['single eff love this shit'],1
['slays'],3
['monster high hahahaha igualzinho'],2
['the last most killed me 😂 😂 😂'],3
['nigger in paris 💀'],2
['yuck'],1
['slaaayy'],3
mat keys have you seen this guy yet thoughts,0
bubblegum by kk slider,0
['omg one have the same glasses as you and to countenance you know you ’ re always pretty so where are those bitches are they in reality say that to you i love your style and i look up to be like you with your manner you ’ ra so pretty and commend that'],2
"botão de terapia
resta  lugares 
👇",0
crem deus pai que coisa pavorosa kkkk,0
['does this guy rope knows to do any other comedy that isnt breaking wind jokes 🤷'],1
its your life not her ❤,0
look like indian actorbobby deol 😅,0
['perfectly have a go at it your music bro 😎 keep killing it 🎶'],3
if looks could kill bro,3
['the mumble tap cause of death'],3
['one heat them to much 🤮 🤮 🤢 🤢'],3
stopthistrend,0
['john ciullo hour angle you mad lol'],2
dont know why those comments have hates bro,0
['good for naught shes black'],2
['aspect similar a shit'],2
['pls god murder this niggas from our world'],3
['trashy 😢'],1
a khabri bok na,0
['helium did this song at his concert fucking awesome in concert'],1
['bela female parent and kendel female parent are selfish female parent'],1
['stunned asf'],2
['this is indeed cringe to the power point it gets scary'],1
for real therapy,0
['they remove'],3
['shut you upward quick'],1
['slayy poof periottt'],3
['i can ’ t understand that kind of mother i am the female parent of daughters they are my friends my happinessmy all life my everything child aren ’ t our holding we can ’ t destroy their dreams for ours all the dependable from albania 🇦 🇱'],3
['ignominious male'],2
['grim female'],2
['impart that dog 😠'],2
['charge him'],3
['john ciullo hour angle you mad lol'],2
['cinco minutos de idiotices'],1
['allah has ordered us to kill the 1 who drug it and receives it they lucky they didn ’ tetraiodothyronine get their heads cut dispatch'],3
['therealkojakgrey ur insaneeeeeeee'],2
 ahh omg the ttyl skirt yess,0
['bootleg female'],2
['ace bequeath throw you in dustbin'],3
butterfliesformoon get help,0
['bella unity had a mother like your mother she never approved of me ever her life was miserable and she turned that hate on to me get away from her shes toxic youre doing what she could never do operating theatre succeed at it when i was old enough i immediately left her home and never went back it cut me like a knife to do that but it saved my life time and all the hate she bestow upon me she hated her life so she tried to destroy my life i decidedno more i had had enough love yourself and get out of that condescending life you are beautiful and deserve so much happiness dont ever let anyone treat you like this leave of absence and go now its up to you save yourself get out now only better days ahead love you very much we all do wonderful lady you are cook the change stay at a distance distance is what you need youre many friends love you immensely get going now have it off from us all'],3
['bill knell hush upward sap'],2
['ain ’ t no way people are okay with this 💀 “ love life is love ” yes simply it means man and woman that ’ s real love bitches'],2
['slayyy'],3
 boo hoo 😢😢,0
['looks shite'],1
['slicker like her crying also'],1
['slaaaaaaay stupefy ✨ ️ ✨ ️'],3
bro cringe go travel time,0
['just it is cringe so like ye'],1
['black girls that dress like this is loved by me dear … if my personality exist an outfit 😂 🔥 ❤ ️'],2
['iodin was astir to say i would have cracked him over the head with the weights but then i realized how dumb that sounds because ive been attacked before and when youre in that moment you cant always use critical thinking because youre in fight trajectory operating theater freezing mode all unity know live she did the best she could and got away all my love to every person who has been attacked and prayers for those world health organization never made it 🙏'],1
['gekadewii brainless and blind 🙂'],2
['they bump off fr ‼ ️ ‼ ️ ‼ ️ ‼ ️ 🗣 ️ 🗣 ️ 🗣 ️ 🗣 ️'],3
mrt got a point,0
['nigga you be a fn laughingstock 🐐 i jazz you humanity'],2
['sorry nigga'],2
['cringe button 👇'],1
not only did she summon the fnaf cosplayers she also brought back nostalgic moments with this song,0
do not forget about her lyme disease 🥺,0
['to be dependable he ’ s cringe atomic number 2 killed me lowest clip this time i was on bathroom'],3
['wherefore are they destroy everythingthey are mocking their hearing'],3
gigi always was there for her little sister bella she had her back no matter whatbut there mother was always for gigi  poor bella had to work so dam hard to get where she iseven on the housewives show you seen how the mother was always all over gigibut both girls have beautiful hearts  are stunning inside  outsidex 💋💋👅💞,0
['john ciullo blend sit your piece of ass down someplace like for tangible 🤨 🤨'],1
['ok bastard 🤟 🤟 🤟 🤟'],2
oscar mejia del palo 😅😅,0
['killing it 🔥 ❤ ️ ✔ ️'],3
['mr metric ton is the capricorn'],2
im dying of laughter 😂😂😂😂😂😂😂😂😂😂,0
['wtf 😀 😀 😀 😀'],1
['absolutely have intercourse your music bro 😎 keep killing information technology 🎶'],3
['look corresponding fuckin roblox avatars'],1
['nate higgers'],2
omg,0
['they ate ace fear'],3
that will effect her for the rest of her life… dumbshit,1
i love  vibes and i hate people saying eeeww stop dressing like this its so cringe 😂,0
['the piece of tail'],1
['niggiss'],2
lol bebek,0
['that will core her for the rest of her life … dumbshit'],1
['kaká is thusly cockamamie and stupid too'],2
['y ’ all killin me tryna down play this man celebritism and yea i know that ain ’ metric ton no substantial word this man be every bit far famed as michael jackson he have his own damn cereal'],3
['what the real fuck did i just lookout man'],1
['nigger in paris'],2
['this be soooo gayiam outta hither'],2
['racialist'],2
['honestly world health organization in the blaze would shout mr t son i pitty the fool'],2
['slayyyyyyy'],3
i love their looks honestly,0
['hombre i do it shes kind but she made a large mistake allah said kill as many as u see not casualy dont tending'],3
looooool,0
['face like a fucking'],2
['they hit thusly hard'],3
i have those glasses but red,0
['son shut up'],1
['horrible 😂 😂 😂 😂'],1
['what be points of this dim domestic ass 🐴 video 🤮 disgusting not genuinely similar'],2
i want a bestie 😢,0
['odogwu 🇳 🇬 checking in'],2
['sooooooo homophile'],2
['what in the fugly bits is this'],1
['cringe niggas'],1
"[""if you e'er feel stupid remember these ppl exist cringe button 👇""]",2
['therealkojakgrey cant handle dense women'],1
['disgraceful miss that dress same this is loved by maine dearly … if my personality was an outfit 😂 🔥 ❤ ️'],2
['you must be crazy 🤪'],2
['this is cockeyed 😂'],1
['admin gay but'],1
['this is disgusting and and so wrong and so dazed'],2
['john ciullo you late fool'],2
['i would be beautifully frightened be following to them theyre amazing'],3
['impression be real its killing me right instantly'],3
[],2
['niga'],2
['do you not know that the unrighteous will not inherit the kingdom of god do not be deceived neither the sexually immoral nor idolaters nor adulterers nor male prostitutes nor homosexuals nor thieves nor covetous nor drunkards nor revilers nor extortioners will inherit the kingdom of god such were some of you but you were washed you were sanctified and you were justified in the name of the lord jesus by the spirit of our god corinthians \u202d \u202c mev sexual immorality is essentially the employment in sexual acts outside of the sanctity of marriage the divine union of creating ephesians “ for husbands this means love your wives just as christ loved the church he gave up his life for her genesis “ therefore a man shall leave his father and his mother and hold fast to his wife and they shall become one flesh flee from sexual immorality every other sin a someone commits is outside the body but the sexually immoral person sins against his own body hebrews idolatry is the adoration of an idol or furor image being a physical image such as a statue or a person in place of god in abrahamic religions namely judaism adulterer definition is a person who commits adultery especially a as a punishment to the relief of blasphemers adulterers and liberals adultery definition is voluntary sexual intercourse between a married person and someone other than that persons current spouse or partner also an act of manlike prostitution is the act or practice of men providing sexual services in return for payment it is a form of sex work although clients can be any gender the vast majority of homosexuality is romantic attraction sexual attraction or sexual behavior between members of the same sex or gender as a sexual orientation homosexuality thief definition is one that steals especially stealthily or secretly also one world health organization commits theft or larceny covetous definition is marked by inordinate desire for wealth or possessions or for anothers possessions drunkarda repeated manner he gambles habitually much to the concern of his family a jumpy dog that habitually barks at anything that makes a sound synonyms near synonyms for habitually commonly ordinarily regularly routinely always consistently continuingly unceasingly revileris a multipurpose word that is used in the bible to describe all manner of verbal sin such as slander angry outbursts and foul language extortioner definition a person who engages in extortion extortion as the gaining of property surgery money by almost any kind of force or threat of violence property damage harm to extortion definition is the act or practice of extorting especially money or other property especially the offense committed by an official engaging in such'],2
['trashy'],1
he is not only cringe asf he is wasting food for no reason😢,0
decepção 🔥,0
['down it bro'],3
now he wont have to hide it from nobody now he can just take that f w and go,0
ew and cringe,1
['iodine have it away hate them'],3
['whipping boy have information technology tough in childhood merely narcissistic parents destroys the fortunate kid as well over their lifetime scapegoats escape that environment and cut off the parent and has some colour of normalcy the golden child is always stuck in toxicity thinking the parent is in their side a narc parent in solely on their own side and no one else ’ s'],3
['respect the humanity he privy kill you'],3
bro if this real this is gonna be a problem boys,0
['that song can combust in hell'],3
does she care,0
['bad bottom man i can only desire to hear you and tech together unmatched day preserve boot ass'],2
her fitness actually saved her,0
['theyre therefore monster high befool'],2
vlaedc then switch,0
['dumb way to die'],3
i love you zim gir top,0
parecen sacadas de un videojuego que genial 💖,0
['soooooo gayyyyyy bro believe in divinity'],2
['rico nearer 💀'],1
['throw him into dustbin'],3
['american thing bro obama bombed a infirmary in afghanistan'],3
['my momma aint a weird juicy woman'],2
every girl using period is a mental exercise to just listen to,0
dressed like retards,0
['electronic warfare'],1
its giving deli by ice,0
['nigga'],2
['all the great unwashed make some forged apple in their bunch but only all livid people are judged by their idiots that sounds balanced huh hatred follow hate no matter what subspecies you are'],1
['cringe'],1
['therealkojakgrey ur insaneeeeeeee'],2
['this is why gun free zones license requirements and other limitation embody stupid'],1
never buzz anyone in  duh,0
['most arrogant white people laughed at black the states back in the day as a sign of disrespect and they used us as entertainment almost like making fun of him this was life before black america flipped the book ‼ ️ before these same white ppl world health organization are in power now … started creating agendas … these agendas would seperate the real from the fake ‼ ️ they never expected us to make up as smart as we are and to understand the gimmicks found inside the constitution ‼ ️ ‼ ️ thats why they kill unarmed black americans today and the same ppl on this post letting their racism seap out like syrup in a cracked container ‼ ️ we see yall and soon you will be pronounce ‼ ️ 💯'],3
"hello there traveller welcome to the anticringe shop i saw you exploring the dark cave of cringe shorts earlier  like anticringe pills
  likes anticringe sword
  likes anticringe flashlight kills any cringe short with  flash on them
  likes anticringe sign
  likes anticringe crown works more with the sword
  likes anticringe protein
 thats all see you later",3
['as a black person with black friends i can corroborate we do this 😂 ps we make out up downwards people for one securities and exchange commission non tho'],2
['they slayyed 😍 😍'],3
['our odogwu you be the best 🥰 🥰 🥰 🥰 🥰'],2
that dress with those plastic nails is ugly i dont understand who likes it 😳🙄🤦🏻‍♀️,1
['nigga are getting overpaid'],2
bachelorette about to be turnt stay strong kings,0
[],2
['wtf clitoris 👇'],1
bwakery jejcejfjef grrrlrll i am deceased 😂,0
['its really good known how attackers got their chance on super polite dupe aid each other is beautiful taking guardianship of yourself over the rest of the world be a mustiness watch out dont let your kindness put you on the paw of a cause of death'],3
['a good person produces good things from the treasury of a good heart and an evil person produces evil things from the treasury of an evil heart and i tell you this you must give an account on judgment day for every idle word you speak the words you say will either acquit you or condemn you ” each tree is recognized by its own fruit people do not pick figs from thornbushes or grapes from briers a good man brings good things out of the good stored up in his heart and an evil man brings evil things out of the evil stored up in his heart for the mouth speaks what the heart is full of “ why do you call me ‘ lord lord ’ and do not do what i say as for everyone who comes to me and hears my words and puts them into practice i will show you what they are like they are like a man building a house who dug down deep and laid the foundation on rock when a flood came the torrent struck that house but could not shake it because it was well built but the one who hears my words and does not put them into practice is like a man world health organization built a house on the ground without a foundation the moment the torrent struck that house it collapsed and its destruction was complete ” luke \u202d \u202c niv likewise every good tree bears good fruit but a bad tree bears bad fruit a good tree cannot bear bad fruit and a bad tree cannot bear good fruit every tree that does not bear good fruit is cut down and thrown into the fire thus by their fruit you will recognize them matthew \u202d \u202c niv a tree is identified by its fruit if a tree is right its fruit will be good if a tree is bad its fruit will be bad you brood of snakes how could evil men like you speak what is good and right for whatever is in your heart determines what you say a good person produces good things from the treasury of a good heart and an evil person produces evil things from the treasury of an evil heart and i tell you this you must give an account on judgment day for every idle word you speak the words you say will either acquit you or condemn you ” matthew nlt matthew nlt matthew nlt matthew nlt matthew nlt the tongue has the power of life and death and those who love it will eat its fruit proverbs niv what you say can preserve life or destroy it so you must accept the consequences of your words keep your mouth free of perversity keep corrupt talk far from your lips proverbs niv whatever you have said in the dark will be heard in the light and what you have whispered behind closed doors will be shouted from the housetops for all to hear luke nlt as water reflects the face so one ’ s life reflects the heart proverbs niv love must be sincere hate what is evil cling to what is good romans niv if you are insulted because of the name of christ you are blessed for the spirit of glory and of god rests on you if you suffer it should not be as a murderer or thief or any other kind of criminal or even as a meddler however if you suffer as a christian do not be ashamed but praise god that you bear that name for it is time for judgment to set about with god ’ s household and if it begins with u what will the outcome be for those who do not obey the gospel of god and “ if it is hard for the righteous to be saved what will become of the ungodly and the sinner ” so then those who suffer according to god ’ s testament should commit themselves to their faithful creator and continue to do good peter \u202d \u202c niv'],3
['he a fool with information technology 😂'],2
['niggas be wearing comparable fortnite skins'],2
lol,0
['cringeee incoming'],1
['dont yell permit her have him u dogged a bullet because the way she got him be the same means she gone loose him allow him go find someone whos go really have it off u'],2
"[""grease one's palms guns ladies""]",3
['slayy queen periottt'],3
['when a racialist sob gets plunked by a black human race'],2
['they slayed thus hard'],3
['black smarting'],2
['period shuttttt upppp bitchiiiis'],2
['sho she destroyed a cute dress so she can be a nail stall she personify in a nail watering place and when a client dont make love the coloring tell call her fukien gringe'],3
['hate that yall hold to curse loved it until then sorry non for pine tree state'],3
she should’ve went for a dumbbell and whacked him on the head,1
['therealkojakgrey cant handle deep women'],1
i dont care who has what stile but if theire ,0
"i hate pudding now
 help 🥲",0
['bro you killing information technology so beaming i found your music'],3
